,date,hour_start,hour_end,0,1,2,3,4,5,6,7,8,9,10,11
0,20110604,12,17.,-109.298311,34.019075,-109.246782295,34.0205644006,75846.0,75717.0,75459.0,75071.0,-24.2,211.4,451.3,695.8
1,20110604,12,17.,-109.298311,34.019075,-109.246782295,34.0205644006,75896.0,75767.0,75508.0,75120.0,-13.3,221.7,461.0,704.8
2,20110604,12,17.,-109.298311,34.019075,-109.246782295,34.0205644006,75907.0,75778.0,75519.0,75131.0,11.2,242.2,477.8,718.2
3,20110604,12,17.,-109.298311,34.019075,-109.246782295,34.0205644006,75971.0,75841.0,75581.0,75192.0,36.6,264.7,497.7,735.6
4,20110604,12,17.,-109.298311,34.019075,-109.246782295,34.0205644006,76051.0,75920.0,75660.0,75270.0,57.0,284.0,515.8,752.6
