ID,SIZE,NAME,DATE
184,468M,ruc1320110923t20_23.tar,20110923
972,570M,ruc1320110923t10_14.tar,20110923
1010,573M,ruc1320110923t05_09.tar,20110923
1046,576M,ruc1320110923t15_19.tar,20110923
1088,579M,ruc1320110923t00_04.tar,20110923
152,457M,ruc1320110924t20_23.tar,20110924
850,563M,ruc1320110924t10_14.tar,20110924
868,564M,ruc1320110924t05_09.tar,20110924
887,565M,ruc1320110924t15_19.tar,20110924
1023,574M,ruc1320110924t00_04.tar,20110924
138,453M,ruc1320110925t20_23.tar,20110925
773,557M,ruc1320110925t05_09.tar,20110925
793,559M,ruc1320110925t15_19.tar,20110925
805,560M,ruc1320110925t10_14.tar,20110925
869,564M,ruc1320110925t00_04.tar,20110925
147,456M,ruc1320110926t20_23.tar,20110926
774,557M,ruc1320110926t05_09.tar,20110926
794,559M,ruc1320110926t10_14.tar,20110926
834,562M,ruc1320110926t00_04.tar,20110926
835,562M,ruc1320110926t15_19.tar,20110926
155,458M,ruc1320110927t20_23.tar,20110927
775,557M,ruc1320110927t05_09.tar,20110927
776,557M,ruc1320110927t10_14.tar,20110927
806,560M,ruc1320110927t00_04.tar,20110927
836,562M,ruc1320110927t15_19.tar,20110927
148,456M,ruc1320110928t20_23.tar,20110928
730,553M,ruc1320110928t10_14.tar,20110928
743,554M,ruc1320110928t05_09.tar,20110928
783,558M,ruc1320110928t15_19.tar,20110928
851,563M,ruc1320110928t00_04.tar,20110928
188,469M,ruc1320110929t20_23.tar,20110929
870,564M,ruc1320110929t05_09.tar,20110929
888,565M,ruc1320110929t00_04.tar,20110929
937,568M,ruc1320110929t10_14.tar,20110929
1068,578M,ruc1320110929t15_19.tar,20110929
144,456M,ruc1320110930t20_23.tar,20110930
883,565M,ruc1320110930t15_19.tar,20110930
909,566M,ruc1320110930t10_14.tar,20110930
1009,573M,ruc1320110930t05_09.tar,20110930
1066,578M,ruc1320110930t00_04.tar,20110930
126,441M,ruc1320111001t20_23.tar,20111001
675,546M,ruc1320111001t15_19.tar,20111001
691,549M,ruc1320111001t10_14.tar,20111001
700,550M,ruc1320111001t05_09.tar,20111001
782,558M,ruc1320111001t00_04.tar,20111001
128,444M,ruc1320111002t20_23.tar,20111002
637,541M,ruc1320111002t05_09.tar,20111002
651,543M,ruc1320111002t00_04.tar,20111002
652,543M,ruc1320111002t10_14.tar,20111002
676,546M,ruc1320111002t15_19.tar,20111002
130,447M,ruc1320111003t20_23.tar,20111003
682,547M,ruc1320111003t05_09.tar,20111003
701,550M,ruc1320111003t00_04.tar,20111003
702,550M,ruc1320111003t10_14.tar,20111003
703,550M,ruc1320111003t15_19.tar,20111003
131,447M,ruc1320111004t20_23.tar,20111004
692,549M,ruc1320111004t05_09.tar,20111004
693,549M,ruc1320111004t10_14.tar,20111004
741,554M,ruc1320111004t00_04.tar,20111004
742,554M,ruc1320111004t15_19.tar,20111004
129,445M,ruc1320111006t20_23.tar,20111006
607,537M,ruc1320111006t05_09.tar,20111006
621,539M,ruc1320111006t10_14.tar,20111006
653,543M,ruc1320111006t00_04.tar,20111006
686,548M,ruc1320111006t15_19.tar,20111006
677,546M,ruc1320111007t05_09.tar,20111007
678,546M,ruc1320111007t10_14.tar,20111007
704,550M,ruc1320111007t00_04.tar,20111007
145,456M,ruc1320111009t20_23.tar,20111009
847,563M,ruc1320111009t15_19.tar,20111009
139,454M,ruc1320111010t20_23.tar,20111010
770,557M,ruc1320111010t05_09.tar,20111010
771,557M,ruc1320111010t10_14.tar,20111010
818,561M,ruc1320111010t15_19.tar,20111010
848,563M,ruc1320111010t00_04.tar,20111010
146,456M,ruc1320111011t20_23.tar,20111011
791,559M,ruc1320111011t05_09.tar,20111011
792,559M,ruc1320111011t10_14.tar,20111011
819,561M,ruc1320111011t00_04.tar,20111011
820,561M,ruc1320111011t15_19.tar,20111011
170,461M,ruc1320111012t20_23.tar,20111012
849,563M,ruc1320111012t05_09.tar,20111012
885,565M,ruc1320111012t00_04.tar,20111012
886,565M,ruc1320111012t10_14.tar,20111012
982,571M,ruc1320111012t15_19.tar,20111012
140,455M,ruc1320111013t20_23.tar,20111013
867,564M,ruc1320111013t15_19.tar,20111013
910,566M,ruc1320111013t10_14.tar,20111013
936,568M,ruc1320111013t05_09.tar,20111013
983,571M,ruc1320111013t00_04.tar,20111013
133,448M,ruc1320111014t20_23.tar,20111014
705,550M,ruc1320111014t05_09.tar,20111014
706,550M,ruc1320111014t10_14.tar,20111014
760,556M,ruc1320111014t15_19.tar,20111014
772,557M,ruc1320111014t00_04.tar,20111014
127,442M,ruc1320111015t20_23.tar,20111015
707,550M,ruc1320111015t10_14.tar,20111015
708,550M,ruc1320111015t15_19.tar,20111015
724,552M,ruc1320111015t05_09.tar,20111015
761,556M,ruc1320111015t00_04.tar,20111015
124,437M,ruc1320111016t20_23.tar,20111016
654,543M,ruc1320111016t05_09.tar,20111016
655,543M,ruc1320111016t10_14.tar,20111016
664,544M,ruc1320111016t15_19.tar,20111016
679,546M,ruc1320111016t00_04.tar,20111016
120,435M,ruc1320111017t20_23.tar,20111017
629,540M,ruc1320111017t00_04.tar,20111017
647,542M,ruc1320111017t05_09.tar,20111017
671,545M,ruc1320111017t15_19.tar,20111017
683,547M,ruc1320111017t10_14.tar,20111017
113,432M,ruc1320111018t20_23.tar,20111018
588,535M,ruc1320111018t05_09.tar,20111018
592,536M,ruc1320111018t10_14.tar,20111018
608,537M,ruc1320111018t00_04.tar,20111018
609,537M,ruc1320111018t15_19.tar,20111018
114,432M,ruc1320111019t20_23.tar,20111019
593,536M,ruc1320111019t00_04.tar,20111019
622,539M,ruc1320111019t05_09.tar,20111019
630,540M,ruc1320111019t15_19.tar,20111019
638,541M,ruc1320111019t10_14.tar,20111019
101,427M,ruc1320111020t20_23.tar,20111020
566,533M,ruc1320111020t15_19.tar,20111020
610,537M,ruc1320111020t10_14.tar,20111020
631,540M,ruc1320111020t00_04.tar,20111020
632,540M,ruc1320111020t05_09.tar,20111020
79,420M,ruc1320111021t20_23.tar,20111021
370,520M,ruc1320111021t15_19.tar,20111021
452,524M,ruc1320111021t10_14.tar,20111021
467,525M,ruc1320111021t05_09.tar,20111021
504,528M,ruc1320111021t00_04.tar,20111021
103,428M,ruc1320111022t20_23.tar,20111022
406,522M,ruc1320111022t05_09.tar,20111022
429,523M,ruc1320111022t00_04.tar,20111022
499,528M,ruc1320111022t10_14.tar,20111022
514,529M,ruc1320111022t15_19.tar,20111022
110,430M,ruc1320111023t20_23.tar,20111023
563,533M,ruc1320111023t15_19.tar,20111023
584,535M,ruc1320111023t00_04.tar,20111023
585,535M,ruc1320111023t05_09.tar,20111023
591,536M,ruc1320111023t10_14.tar,20111023
107,429M,ruc1320111024t20_23.tar,20111024
502,528M,ruc1320111024t05_09.tar,20111024
554,532M,ruc1320111024t00_04.tar,20111024
555,532M,ruc1320111024t10_14.tar,20111024
556,532M,ruc1320111024t15_19.tar,20111024
97,425M,ruc1320111025t20_23.tar,20111025
451,524M,ruc1320111025t15_19.tar,20111025
503,528M,ruc1320111025t10_14.tar,20111025
527,530M,ruc1320111025t05_09.tar,20111025
557,532M,ruc1320111025t00_04.tar,20111025
112,431M,ruc1320111026t20_23.tar,20111026
517,529M,ruc1320111026t00_04.tar,20111026
518,529M,ruc1320111026t05_09.tar,20111026
575,534M,ruc1320111026t15_19.tar,20111026
586,535M,ruc1320111026t10_14.tar,20111026
111,430M,ruc1320111027t20_23.tar,20111027
605,537M,ruc1320111027t05_09.tar,20111027
606,537M,ruc1320111027t15_19.tar,20111027
613,538M,ruc1320111027t00_04.tar,20111027
614,538M,ruc1320111027t10_14.tar,20111027
123,437M,ruc1320111028t20_23.tar,20111028
587,535M,ruc1320111028t00_04.tar,20111028
620,539M,ruc1320111028t05_09.tar,20111028
628,540M,ruc1320111028t10_14.tar,20111028
636,541M,ruc1320111028t15_19.tar,20111028
670,545M,ruc1320111029t00_04.tar,20111029
681,547M,ruc1320111029t05_09.tar,20111029
481,526M,ruc1320111031t15_19.tar,20111031
498,528M,ruc1320111031t10_14.tar,20111031
54,416M,ruc1320111101t20_23.tar,20111101
352,519M,ruc1320111101t15_19.tar,20111101
428,523M,ruc1320111101t10_14.tar,20111101
448,524M,ruc1320111101t05_09.tar,20111101
464,525M,ruc1320111101t00_04.tar,20111101
99,427M,ruc1320111102t20_23.tar,20111102
368,520M,ruc1320111102t00_04.tar,20111102
407,522M,ruc1320111102t05_09.tar,20111102
515,529M,ruc1320111102t10_14.tar,20111102
550,532M,ruc1320111102t15_19.tar,20111102
104,428M,ruc1320111103t20_23.tar,20111103
533,531M,ruc1320111103t00_04.tar,20111103
551,532M,ruc1320111103t05_09.tar,20111103
600,537M,ruc1320111103t10_14.tar,20111103
601,537M,ruc1320111103t15_19.tar,20111103
109,430M,ruc1320111104t20_23.tar,20111104
534,531M,ruc1320111104t05_09.tar,20111104
552,532M,ruc1320111104t00_04.tar,20111104
561,533M,ruc1320111104t10_14.tar,20111104
573,534M,ruc1320111104t15_19.tar,20111104
77,420M,ruc1320111106t20_23.tar,20111106
369,520M,ruc1320111106t05_09.tar,20111106
386,521M,ruc1320111106t00_04.tar,20111106
449,524M,ruc1320111106t10_14.tar,20111106
450,524M,ruc1320111106t15_19.tar,20111106
87,421M,ruc1320111108t20_23.tar,20111108
465,525M,ruc1320111108t15_19.tar,20111108
516,529M,ruc1320111108t10_14.tar,20111108
526,530M,ruc1320111108t05_09.tar,20111108
553,532M,ruc1320111108t00_04.tar,20111108
96,425M,ruc1320111109t20_23.tar,20111109
482,526M,ruc1320111109t00_04.tar,20111109
483,526M,ruc1320111109t05_09.tar,20111109
535,531M,ruc1320111109t10_14.tar,20111109
536,531M,ruc1320111109t15_19.tar,20111109
122,436M,ruc1320111110t20_23.tar,20111110
562,533M,ruc1320111110t00_04.tar,20111110
590,536M,ruc1320111110t05_09.tar,20111110
641,542M,ruc1320111110t10_14.tar,20111110
685,548M,ruc1320111110t15_19.tar,20111110
105,428M,ruc1320111111t20_23.tar,20111111
602,537M,ruc1320111111t15_19.tar,20111111
642,542M,ruc1320111111t10_14.tar,20111111
661,544M,ruc1320111111t05_09.tar,20111111
669,545M,ruc1320111111t00_04.tar,20111111
117,434M,ruc1320111112t20_23.tar,20111112
603,537M,ruc1320111112t00_04.tar,20111112
626,540M,ruc1320111112t05_09.tar,20111112
643,542M,ruc1320111112t15_19.tar,20111112
662,544M,ruc1320111112t10_14.tar,20111112
125,441M,ruc1320111113t20_23.tar,20111113
644,542M,ruc1320111113t00_04.tar,20111113
650,543M,ruc1320111113t05_09.tar,20111113
663,544M,ruc1320111113t10_14.tar,20111113
689,549M,ruc1320111113t15_19.tar,20111113
119,435M,ruc1320111114t20_23.tar,20111114
627,540M,ruc1320111114t10_14.tar,20111114
645,542M,ruc1320111114t05_09.tar,20111114
646,542M,ruc1320111114t15_19.tar,20111114
690,549M,ruc1320111114t00_04.tar,20111114
93,423M,ruc1320111115t20_23.tar,20111115
537,531M,ruc1320111115t10_14.tar,20111115
538,531M,ruc1320111115t15_19.tar,20111115
564,533M,ruc1320111115t05_09.tar,20111115
612,538M,ruc1320111115t00_04.tar,20111115
78,420M,ruc1320111116t20_23.tar,20111116
387,521M,ruc1320111116t05_09.tar,20111116
408,522M,ruc1320111116t10_14.tar,20111116
409,522M,ruc1320111116t15_19.tar,20111116
466,525M,ruc1320111116t00_04.tar,20111116
94,423M,ruc1320111117t20_23.tar,20111117
500,528M,ruc1320111117t00_04.tar,20111117
539,531M,ruc1320111117t05_09.tar,20111117
540,531M,ruc1320111117t15_19.tar,20111117
565,533M,ruc1320111117t10_14.tar,20111117
72,419M,ruc1320111118t20_23.tar,20111118
410,522M,ruc1320111118t15_19.tar,20111118
484,526M,ruc1320111118t05_09.tar,20111118
485,526M,ruc1320111118t10_14.tar,20111118
490,527M,ruc1320111118t00_04.tar,20111118
100,427M,ruc1320111119t20_23.tar,20111119
501,528M,ruc1320111119t00_04.tar,20111119
541,531M,ruc1320111119t05_09.tar,20111119
574,534M,ruc1320111119t10_14.tar,20111119
604,537M,ruc1320111119t15_19.tar,20111119
121,436M,ruc1320111122t20_23.tar,20111122
542,532M,ruc1320111122t00_04.tar,20111122
568,534M,ruc1320111122t05_09.tar,20111122
623,540M,ruc1320111122t10_14.tar,20111122
639,542M,ruc1320111122t15_19.tar,20111122
115,433M,ruc1320111123t20_23.tar,20111123
648,543M,ruc1320111123t00_04.tar,20111123
649,543M,ruc1320111123t05_09.tar,20111123
673,546M,ruc1320111123t15_19.tar,20111123
696,550M,ruc1320111123t10_14.tar,20111123
88,422M,ruc1320111124t20_23.tar,20111124
523,530M,ruc1320111124t15_19.tar,20111124
577,535M,ruc1320111124t10_14.tar,20111124
596,537M,ruc1320111124t05_09.tar,20111124
615,539M,ruc1320111124t00_04.tar,20111124
58,417M,ruc1320111125t20_23.tar,20111125
362,520M,ruc1320111125t05_09.tar,20111125
363,520M,ruc1320111125t15_19.tar,20111125
376,521M,ruc1320111125t10_14.tar,20111125
415,523M,ruc1320111125t00_04.tar,20111125
118,435M,ruc1320111127t20_23.tar,20111127
597,537M,ruc1320111127t00_04.tar,20111127
633,541M,ruc1320111127t05_09.tar,20111127
658,544M,ruc1320111127t15_19.tar,20111127
666,545M,ruc1320111127t10_14.tar,20111127
64,418M,ruc1320111128t20_23.tar,20111128
508,529M,ruc1320111128t15_19.tar,20111128
578,535M,ruc1320111128t10_14.tar,20111128
616,539M,ruc1320111128t05_09.tar,20111128
640,542M,ruc1320111128t00_04.tar,20111128
59,417M,ruc1320111129t20_23.tar,20111129
345,519M,ruc1320111129t05_09.tar,20111129
364,520M,ruc1320111129t00_04.tar,20111129
437,524M,ruc1320111129t10_14.tar,20111129
453,525M,ruc1320111129t15_19.tar,20111129
32,409M,ruc1320111130t20_23.tar,20111130
304,515M,ruc1320111130t15_19.tar,20111130
342,519M,ruc1320111130t05_09.tar,20111130
343,519M,ruc1320111130t10_14.tar,20111130
353,520M,ruc1320111130t00_04.tar,20111130
46,415M,ruc1320111201t20_23.tar,20111201
278,510M,ruc1320111201t05_09.tar,20111201
282,511M,ruc1320111201t00_04.tar,20111201
296,514M,ruc1320111201t10_14.tar,20111201
305,515M,ruc1320111201t15_19.tar,20111201
47,415M,ruc1320111202t20_23.tar,20111202
354,520M,ruc1320111202t00_04.tar,20111202
355,520M,ruc1320111202t05_09.tar,20111202
388,522M,ruc1320111202t15_19.tar,20111202
430,524M,ruc1320111202t10_14.tar,20111202
50,416M,ruc1320111203t20_23.tar,20111203
313,516M,ruc1320111203t05_09.tar,20111203
329,518M,ruc1320111203t00_04.tar,20111203
356,520M,ruc1320111203t10_14.tar,20111203
371,521M,ruc1320111203t15_19.tar,20111203
55,417M,ruc1320111204t20_23.tar,20111204
357,520M,ruc1320111204t00_04.tar,20111204
372,521M,ruc1320111204t05_09.tar,20111204
389,522M,ruc1320111204t15_19.tar,20111204
411,523M,ruc1320111204t10_14.tar,20111204
56,417M,ruc1320111205t20_23.tar,20111205
390,522M,ruc1320111205t00_04.tar,20111205
391,522M,ruc1320111205t15_19.tar,20111205
412,523M,ruc1320111205t05_09.tar,20111205
431,524M,ruc1320111205t10_14.tar,20111205
89,423M,ruc1320111206t20_23.tar,20111206
468,526M,ruc1320111206t00_04.tar,20111206
528,531M,ruc1320111206t05_09.tar,20111206
567,534M,ruc1320111206t10_14.tar,20111206
576,535M,ruc1320111206t15_19.tar,20111206
33,410M,ruc1320111207t20_23.tar,20111207
358,520M,ruc1320111207t15_19.tar,20111207
486,527M,ruc1320111207t10_14.tar,20111207
505,529M,ruc1320111207t05_09.tar,20111207
519,530M,ruc1320111207t00_04.tar,20111207
27,403M,ruc1320111208t20_23.tar,20111208
265,506M,ruc1320111208t15_19.tar,20111208
271,508M,ruc1320111208t05_09.tar,20111208
273,509M,ruc1320111208t10_14.tar,20111208
279,510M,ruc1320111208t00_04.tar,20111208
38,412M,ruc1320111209t20_23.tar,20111209
267,507M,ruc1320111209t00_04.tar,20111209
274,509M,ruc1320111209t05_09.tar,20111209
288,512M,ruc1320111209t10_14.tar,20111209
306,515M,ruc1320111209t15_19.tar,20111209
62,418M,ruc1320111210t20_23.tar,20111210
359,520M,ruc1320111210t00_04.tar,20111210
392,522M,ruc1320111210t05_09.tar,20111210
413,523M,ruc1320111210t15_19.tar,20111210
432,524M,ruc1320111210t10_14.tar,20111210
73,420M,ruc1320111213t20_23.tar,20111213
506,529M,ruc1320111213t10_14.tar,20111213
520,530M,ruc1320111213t05_09.tar,20111213
521,530M,ruc1320111213t15_19.tar,20111213
543,532M,ruc1320111213t00_04.tar,20111213
67,419M,ruc1320111214t20_23.tar,20111214
393,522M,ruc1320111214t00_04.tar,20111214
394,522M,ruc1320111214t05_09.tar,20111214
433,524M,ruc1320111214t10_14.tar,20111214
487,527M,ruc1320111214t15_19.tar,20111214
57,417M,ruc1320111215t20_23.tar,20111215
373,521M,ruc1320111215t10_14.tar,20111215
374,521M,ruc1320111215t15_19.tar,20111215
395,522M,ruc1320111215t05_09.tar,20111215
434,524M,ruc1320111215t00_04.tar,20111215
63,418M,ruc1320111216t20_23.tar,20111216
360,520M,ruc1320111216t05_09.tar,20111216
375,521M,ruc1320111216t00_04.tar,20111216
396,522M,ruc1320111216t10_14.tar,20111216
435,524M,ruc1320111216t15_19.tar,20111216
74,420M,ruc1320111217t20_23.tar,20111217
436,524M,ruc1320111217t00_04.tar,20111217
469,526M,ruc1320111217t05_09.tar,20111217
470,526M,ruc1320111217t15_19.tar,20111217
491,528M,ruc1320111217t10_14.tar,20111217
29,407M,ruc1320111218t20_23.tar,20111218
283,511M,ruc1320111218t15_19.tar,20111218
314,516M,ruc1320111218t10_14.tar,20111218
344,519M,ruc1320111218t05_09.tar,20111218
414,523M,ruc1320111218t00_04.tar,20111218
80,421M,ruc1320111219t20_23.tar,20111219
260,503M,ruc1320111219t05_09.tar,20111219
262,505M,ruc1320111219t00_04.tar,20111219
284,511M,ruc1320111219t10_14.tar,20111219
361,520M,ruc1320111219t15_19.tar,20111219
106,429M,ruc1320111220t20_23.tar,20111220
522,530M,ruc1320111220t00_04.tar,20111220
569,534M,ruc1320111220t05_09.tar,20111220
594,537M,ruc1320111220t10_14.tar,20111220
595,537M,ruc1320111220t15_19.tar,20111220
68,419M,ruc1320111221t20_23.tar,20111221
471,526M,ruc1320111221t15_19.tar,20111221
492,528M,ruc1320111221t10_14.tar,20111221
507,529M,ruc1320111221t05_09.tar,20111221
544,532M,ruc1320111221t00_04.tar,20111221
44,414M,ruc1320111222t20_23.tar,20111222
327,517M,ruc1320111222t10_14.tar,20111222
334,518M,ruc1320111222t05_09.tar,20111222
347,519M,ruc1320111222t15_19.tar,20111222
366,520M,ruc1320111222t00_04.tar,20111222
60,417M,ruc1320111223t20_23.tar,20111223
381,521M,ruc1320111223t00_04.tar,20111223
382,521M,ruc1320111223t05_09.tar,20111223
383,521M,ruc1320111223t10_14.tar,20111223
442,524M,ruc1320111223t15_19.tar,20111223
66,418M,ruc1320111224t20_23.tar,20111224
385,521M,ruc1320111224t00_04.tar,20111224
426,523M,ruc1320111224t05_09.tar,20111224
427,523M,ruc1320111224t15_19.tar,20111224
445,524M,ruc1320111224t10_14.tar,20111224
95,425M,ruc1320111225t20_23.tar,20111225
446,524M,ruc1320111225t00_04.tar,20111225
447,524M,ruc1320111225t05_09.tar,20111225
479,526M,ruc1320111225t10_14.tar,20111225
524,530M,ruc1320111225t15_19.tar,20111225
91,423M,ruc1320111226t20_23.tar,20111226
529,531M,ruc1320111226t15_19.tar,20111226
559,533M,ruc1320111226t00_04.tar,20111226
581,535M,ruc1320111226t10_14.tar,20111226
589,536M,ruc1320111226t05_09.tar,20111226
98,427M,ruc1320111227t20_23.tar,20111227
525,530M,ruc1320111227t00_04.tar,20111227
530,531M,ruc1320111227t05_09.tar,20111227
571,534M,ruc1320111227t10_14.tar,20111227
572,534M,ruc1320111227t15_19.tar,20111227
92,423M,ruc1320111228t20_23.tar,20111228
548,532M,ruc1320111228t00_04.tar,20111228
549,532M,ruc1320111228t05_09.tar,20111228
560,533M,ruc1320111228t15_19.tar,20111228
582,535M,ruc1320111228t10_14.tar,20111228
86,421M,ruc1320111229t20_23.tar,20111229
459,525M,ruc1320111229t00_04.tar,20111229
460,525M,ruc1320111229t05_09.tar,20111229
480,526M,ruc1320111229t15_19.tar,20111229
531,531M,ruc1320111229t10_14.tar,20111229
61,417M,ruc1320111230t20_23.tar,20111230
405,522M,ruc1320111230t15_19.tar,20111230
461,525M,ruc1320111230t00_04.tar,20111230
462,525M,ruc1320111230t05_09.tar,20111230
463,525M,ruc1320111230t10_14.tar,20111230
48,415M,ruc1320111231t20_23.tar,20111231
399,522M,ruc1320111231t00_04.tar,20111231
420,523M,ruc1320111231t15_19.tar,20111231
441,524M,ruc1320111231t05_09.tar,20111231
474,526M,ruc1320111231t10_14.tar,20111231
69,419M,ruc1320120103t20_23.tar,20120103
421,523M,ruc1320120103t00_04.tar,20120103
494,528M,ruc1320120103t15_19.tar,20120103
509,529M,ruc1320120103t05_09.tar,20120103
545,532M,ruc1320120103t10_14.tar,20120103
45,414M,ruc1320120104t20_23.tar,20120104
348,519M,ruc1320120104t15_19.tar,20120104
367,520M,ruc1320120104t05_09.tar,20120104
379,521M,ruc1320120104t10_14.tar,20120104
422,523M,ruc1320120104t00_04.tar,20120104
52,416M,ruc1320120105t20_23.tar,20120105
328,517M,ruc1320120105t00_04.tar,20120105
335,518M,ruc1320120105t05_09.tar,20120105
336,518M,ruc1320120105t15_19.tar,20120105
400,522M,ruc1320120105t10_14.tar,20120105
26,400M,ruc1320120106t20_23.tar,20120106
261,503M,ruc1320120106t15_19.tar,20120106
263,505M,ruc1320120106t10_14.tar,20120106
270,507M,ruc1320120106t05_09.tar,20120106
308,515M,ruc1320120106t00_04.tar,20120106
31,408M,ruc1320120107t20_23.tar,20120107
255,498M,ruc1320120107t00_04.tar,20120107
256,500M,ruc1320120107t05_09.tar,20120107
264,505M,ruc1320120107t10_14.tar,20120107
266,506M,ruc1320120107t15_19.tar,20120107
53,416M,ruc1320120108t20_23.tar,20120108
287,511M,ruc1320120108t00_04.tar,20120108
290,512M,ruc1320120108t05_09.tar,20120108
316,516M,ruc1320120108t10_14.tar,20120108
337,518M,ruc1320120108t15_19.tar,20120108
102,428M,ruc1320120109t20_23.tar,20120109
475,526M,ruc1320120109t00_04.tar,20120109
495,528M,ruc1320120109t05_09.tar,20120109
579,535M,ruc1320120109t15_19.tar,20120109
70,419M,ruc1320120110t20_23.tar,20120110
510,529M,ruc1320120110t15_19.tar,20120110
546,532M,ruc1320120110t00_04.tar,20120110
570,534M,ruc1320120110t10_14.tar,20120110
580,535M,ruc1320120110t05_09.tar,20120110
76,420M,ruc1320120111t20_23.tar,20120111
380,521M,ruc1320120111t05_09.tar,20120111
423,523M,ruc1320120111t00_04.tar,20120111
424,523M,ruc1320120111t10_14.tar,20120111
476,526M,ruc1320120111t15_19.tar,20120111
82,421M,ruc1320120112t20_23.tar,20120112
401,522M,ruc1320120112t05_09.tar,20120112
425,523M,ruc1320120112t10_14.tar,20120112
454,525M,ruc1320120112t00_04.tar,20120112
489,527M,ruc1320120112t15_19.tar,20120112
83,421M,ruc1320120113t20_23.tar,20120113
477,526M,ruc1320120113t00_04.tar,20120113
496,528M,ruc1320120113t05_09.tar,20120113
511,529M,ruc1320120113t15_19.tar,20120113
547,532M,ruc1320120113t10_14.tar,20120113
39,412M,ruc1320120114t20_23.tar,20120114
338,518M,ruc1320120114t15_19.tar,20120114
349,519M,ruc1320120114t05_09.tar,20120114
402,522M,ruc1320120114t00_04.tar,20120114
403,522M,ruc1320120114t10_14.tar,20120114
37,411M,ruc1320120115t20_23.tar,20120115
302,514M,ruc1320120115t15_19.tar,20120115
317,516M,ruc1320120115t00_04.tar,20120115
318,516M,ruc1320120115t05_09.tar,20120115
339,518M,ruc1320120115t10_14.tar,20120115
49,415M,ruc1320120116t20_23.tar,20120116
309,515M,ruc1320120116t00_04.tar,20120116
319,516M,ruc1320120116t05_09.tar,20120116
340,518M,ruc1320120116t15_19.tar,20120116
350,519M,ruc1320120116t10_14.tar,20120116
40,412M,ruc1320120117t20_23.tar,20120117
303,514M,ruc1320120117t10_14.tar,20120117
310,515M,ruc1320120117t05_09.tar,20120117
311,515M,ruc1320120117t15_19.tar,20120117
341,518M,ruc1320120117t00_04.tar,20120117
84,421M,ruc1320120118t20_23.tar,20120118
295,513M,ruc1320120118t00_04.tar,20120118
312,515M,ruc1320120118t05_09.tar,20120118
384,521M,ruc1320120118t10_14.tar,20120118
455,525M,ruc1320120118t15_19.tar,20120118
71,419M,ruc1320120119t20_23.tar,20120119
443,524M,ruc1320120119t00_04.tar,20120119
444,524M,ruc1320120119t05_09.tar,20120119
456,525M,ruc1320120119t10_14.tar,20120119
478,526M,ruc1320120119t15_19.tar,20120119
85,421M,ruc1320120120t20_23.tar,20120120
320,516M,ruc1320120120t05_09.tar,20120120
351,519M,ruc1320120120t00_04.tar,20120120
404,522M,ruc1320120120t10_14.tar,20120120
457,525M,ruc1320120120t15_19.tar,20120120
116,434M,ruc1320120122t20_23.tar,20120122
598,537M,ruc1320120122t05_09.tar,20120122
599,537M,ruc1320120122t10_14.tar,20120122
617,539M,ruc1320120122t00_04.tar,20120122
624,540M,ruc1320120122t15_19.tar,20120122
108,430M,ruc1320120125t20_23.tar,20120125
618,539M,ruc1320120125t10_14.tar,20120125
619,539M,ruc1320120125t15_19.tar,20120125
625,540M,ruc1320120125t05_09.tar,20120125
634,541M,ruc1320120125t00_04.tar,20120125
65,418M,ruc1320120126t20_23.tar,20120126
458,525M,ruc1320120126t15_19.tar,20120126
512,529M,ruc1320120126t05_09.tar,20120126
513,529M,ruc1320120126t10_14.tar,20120126
558,533M,ruc1320120126t00_04.tar,20120126
34,410M,ruc1320120127t20_23.tar,20120127
321,517M,ruc1320120127t15_19.tar,20120127
365,520M,ruc1320120127t05_09.tar,20120127
377,521M,ruc1320120127t10_14.tar,20120127
398,522M,ruc1320120127t00_04.tar,20120127
28,403M,ruc1320120128t20_23.tar,20120128
257,501M,ruc1320120128t05_09.tar,20120128
258,501M,ruc1320120128t10_14.tar,20120128
259,501M,ruc1320120128t15_19.tar,20120128
268,507M,ruc1320120128t00_04.tar,20120128
36,411M,ruc1320120129t20_23.tar,20120129
272,508M,ruc1320120129t00_04.tar,20120129
285,511M,ruc1320120129t05_09.tar,20120129
291,513M,ruc1320120129t10_14.tar,20120129
292,513M,ruc1320120129t15_19.tar,20120129
30,408M,ruc1320120130t20_23.tar,20120130
275,509M,ruc1320120130t15_19.tar,20120130
280,510M,ruc1320120130t05_09.tar,20120130
281,510M,ruc1320120130t10_14.tar,20120130
293,513M,ruc1320120130t00_04.tar,20120130
41,413M,ruc1320120131t20_23.tar,20120131
269,507M,ruc1320120131t05_09.tar,20120131
276,509M,ruc1320120131t00_04.tar,20120131
277,509M,ruc1320120131t10_14.tar,20120131
286,511M,ruc1320120131t15_19.tar,20120131
43,414M,ruc1320120201t20_23.tar,20120201
294,513M,ruc1320120201t10_14.tar,20120201
300,514M,ruc1320120201t00_04.tar,20120201
301,514M,ruc1320120201t05_09.tar,20120201
307,515M,ruc1320120201t15_19.tar,20120201
51,416M,ruc1320120202t20_23.tar,20120202
324,517M,ruc1320120202t05_09.tar,20120202
325,517M,ruc1320120202t10_14.tar,20120202
326,517M,ruc1320120202t15_19.tar,20120202
333,518M,ruc1320120202t00_04.tar,20120202
90,423M,ruc1320120203t20_23.tar,20120203
417,523M,ruc1320120203t00_04.tar,20120203
418,523M,ruc1320120203t05_09.tar,20120203
439,524M,ruc1320120203t10_14.tar,20120203
